gene	rho	pvalue	padj	program
MAP4K4	-0.22692555996688193	0.0	0.0	late_down
PCOLCE2	0.2268965246993532	0.0	0.0	late_up
DYNLL1	-0.22644397421628998	0.0	0.0	late_down
ADPRHL1	0.22557337340215292	0.0	0.0	late_up
PTMA	0.22500703227225932	0.0	0.0	late_up
EIF3F	-0.22476911955268844	0.0	0.0	late_down
STS	-0.22442633897211953	0.0	0.0	late_down
ACTN4	-0.22434375874917942	0.0	0.0	late_down
CEMIP	-0.22429288754682156	0.0	0.0	late_down
ARHGAP29	-0.22428956850456883	0.0	0.0	late_down
ABRACL	-0.22388397660654963	0.0	0.0	late_down
ID4	0.22386230695209997	0.0	0.0	late_up
CD24	-0.22376950754771388	0.0	0.0	late_down
JUN	0.2236379736790846	0.0	0.0	late_up
ZFAND5	0.2231338975893099	0.0	0.0	late_up
STAT1	-0.2230914204082958	0.0	0.0	late_down
VEPH1	-0.22302083624891236	0.0	0.0	late_down
COL11A1	0.22245368808467328	0.0	0.0	late_up
FBLN5	-0.22228689239191327	0.0	0.0	late_down
PARK7	-0.22208051806965787	0.0	0.0	late_down
ITGB5	-0.22204261957632532	0.0	0.0	late_down
OTUD1	0.22198981446324986	0.0	0.0	late_up
HMGA1	-0.22187653387084674	0.0	0.0	late_down
CHST3	0.22151352807109928	0.0	0.0	late_up
POLR2J3	-0.2214455538729555	0.0	0.0	late_down
CALU	-0.22136982689074355	0.0	0.0	late_down
IFITM3	-0.22111567641539087	0.0	0.0	late_down
AKAP12	-0.22109077258342913	0.0	0.0	late_down
CAPG	-0.2207408509672561	0.0	0.0	late_down
ADAMTS5	-0.22073595058102374	0.0	0.0	late_down
C5AR1	0.22063148989618614	0.0	0.0	late_up
AHNAK2	-0.22048624577690418	0.0	0.0	late_down
UQCR10	-0.21985997568997273	0.0	0.0	late_down
INHBA	0.21952340010296087	0.0	0.0	late_up
STAT2	-0.219368373845808	0.0	0.0	late_down
CYTL1	0.21936556895243087	0.0	0.0	late_up
WIF1	0.21921997571085683	0.0	0.0	late_up
SCIN	0.2191157493512918	0.0	0.0	late_up
ISCU	-0.21884900885856506	0.0	0.0	late_down
TBC1D2	-0.2188303167778694	0.0	0.0	late_down
SUMO2	-0.2187920396504748	0.0	0.0	late_down
RHOC	-0.2184405618927416	0.0	0.0	late_down
SEMA3C	-0.21823564160835124	0.0	0.0	late_down
RPL27	-0.21821492704140885	0.0	0.0	late_down
MYLIP	0.21819740097582713	0.0	0.0	late_up
TPGS2	-0.21818762896612873	0.0	0.0	late_down
AURKAIP1	-0.21814671151411238	0.0	0.0	late_down
PLAU	-0.21807925328693614	0.0	0.0	late_down
RPS6KA2	-0.2178295675713593	0.0	0.0	late_down
PCF11	0.21776410023903378	0.0	0.0	late_up
NDUFS5	-0.21769857797729852	0.0	0.0	late_down
ARPC5	-0.21765906114149985	0.0	0.0	late_down
GRN	-0.21731302602073999	0.0	0.0	late_down
MYBL1	-0.21727675182882855	0.0	0.0	late_down
ZDHHC24	-0.21717101314107093	0.0	0.0	late_down
ITGA11	-0.21715366483304094	0.0	0.0	late_down
DEF8	-0.21691707356520973	0.0	0.0	late_down
SEMA5A	-0.21680742049545676	0.0	0.0	late_down
MXD1	0.21671072502335897	0.0	0.0	late_up
RRAS	-0.21613300600566102	0.0	0.0	late_down
RALGPS2	-0.21591009760927138	0.0	0.0	late_down
C2orf74	-0.21587108614736372	0.0	0.0	late_down
COMT	-0.21580137950945022	0.0	0.0	late_down
NDUFA4L2	0.21578468434430026	0.0	0.0	late_up
EEA1	-0.2157440447989029	0.0	0.0	late_down
